,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.695492,0.735068,0.119246,0.435906,0.698055,0.763464,0.774428,-1.728085
post,7,0.584917,0.585848,0.184184,0.283775,0.480175,0.741541,0.781363,-0.379549
pre,6,0.664902,0.725563,0.178383,0.303395,0.720538,0.734732,0.77824,-1.729175
