,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.222998,0.222998,,0.222998,0.222998,0.222998,0.222998,
post,1,0.254925,0.254925,,0.254925,0.254925,0.254925,0.254925,
