,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,1.07724,0.760171,0.895405,0.456167,0.480278,0.986238,3.100263,1.508565
post,11,1.593114,0.928663,1.690279,0.430389,0.515124,1.785852,5.827929,1.671307
pre,8,1.033502,0.899912,0.621512,0.391613,0.61215,1.178566,2.285296,1.054792
