Group,Daily Seasonality (md),Weekly Seasonality (md),Slope (md),Volatility (md),% Increasing,% Stable,% Decreasing,Residuals CV (md),Extreme ratio (md),Kurtosis (md)
in,0.4021,0.4121,2.2e-05,0.4558,100.0,0,0,0.8617,0.022,11.3929
post,0.4915,0.5266,6e-06,0.3177,100.0,0,0,0.4549,0.0189,19.0257
