,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,1.5e-05,1.5e-05,,1.5e-05,1.5e-05,1.5e-05,1.5e-05,
post,1,1.1e-05,1.1e-05,,1.1e-05,1.1e-05,1.1e-05,1.1e-05,
