,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.233935,0.197105,0.196407,0.058549,0.127827,0.321627,0.44615,0.332378
post,1,0.494898,0.494898,,0.494898,0.494898,0.494898,0.494898,
pre,1,0.48133,0.48133,,0.48133,0.48133,0.48133,0.48133,
