,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,13,0.236274,0.219288,0.135268,0.080663,0.120645,0.2724,0.501421,0.717885
post,17,0.19862,0.124654,0.144646,0.054104,0.108576,0.278455,0.565834,1.109355
pre,10,0.256218,0.243089,0.126689,0.109395,0.145893,0.356637,0.460591,0.274296
