,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.751766,0.803321,0.456156,0.272023,0.537672,0.991637,1.179954,-0.204978
post,3,0.617512,0.311963,0.731124,0.088729,0.200346,0.881904,1.451846,0.63367
pre,3,0.663849,0.539126,0.465962,0.27294,0.406033,0.859303,1.17948,0.456505
