,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,20.552938,21.572012,10.617452,7.781747,11.806812,30.489327,31.114794,-0.13819
post,10,28.817997,11.674657,41.996726,6.356315,11.054141,28.757728,145.330295,2.431621
pre,2,19.103275,19.103275,12.06088,10.574945,14.83911,23.36744,27.631605,-0.0
