,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.240458,0.225021,0.057429,0.181917,0.218592,0.241178,0.335581,0.953247
post,7,0.234138,0.208191,0.175592,0.03184,0.106497,0.33809,0.509762,0.409314
pre,4,0.285407,0.306976,0.112118,0.132994,0.2422,0.350183,0.394681,-0.576635
