,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.022889,0.023346,0.007879,0.012884,0.019805,0.02643,0.031981,-0.193407
post,3,0.017924,0.018354,0.005224,0.012499,0.015426,0.020637,0.02292,-0.150113
pre,4,0.022993,0.023923,0.010659,0.009412,0.018092,0.028824,0.034715,-0.268521
