,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.369696,0.37434,0.288546,0.077965,0.152631,0.429801,0.813742,0.613343
post,9,0.246145,0.114714,0.237777,0.067045,0.080236,0.481303,0.687265,0.892758
pre,1,0.637912,0.637912,,0.637912,0.637912,0.637912,0.637912,
