,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,6,0.240989,0.25695,0.167663,0.008459,0.133667,0.380576,0.409218,-0.234119
post,5,0.227307,0.239689,0.167513,0.00281,0.123128,0.365246,0.405661,-0.246475
pre,5,0.228377,0.208353,0.165884,0.006446,0.149757,0.350911,0.426417,-0.111312
