,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,32,0.62091,0.617758,0.209962,0.251354,0.490238,0.787726,0.94774,-0.202502
post,42,0.569406,0.543022,0.212372,0.253276,0.386316,0.732678,0.960874,0.200925
pre,25,0.645876,0.618455,0.159625,0.36449,0.528833,0.757065,0.932927,0.078387
