,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,1e-06,1e-06,,1e-06,1e-06,1e-06,1e-06,
post,1,-1e-06,-1e-06,,-1e-06,-1e-06,-1e-06,-1e-06,
pre,1,-2e-06,-2e-06,,-2e-06,-2e-06,-2e-06,-2e-06,
