,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,25,0.165519,0.036186,0.455915,0.001636,0.017708,0.089219,2.216295,3.972165
post,29,0.137034,0.030691,0.395054,0.001799,0.012561,0.082857,2.141745,4.743358
pre,17,0.208053,0.042376,0.593482,0.006177,0.022959,0.097476,2.497741,3.678294
