,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.574863,0.512014,0.226591,0.246099,0.397493,0.788723,0.935379,0.122816
post,16,0.632709,0.701518,0.223251,0.272956,0.444805,0.824166,0.920705,-0.335103
pre,9,0.550718,0.572893,0.204659,0.263732,0.329096,0.727132,0.765067,-0.269383
