,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.210373,0.107095,0.231833,0.070834,0.084456,0.233012,0.556466,1.122317
post,4,0.144166,0.075985,0.190165,0.00053,0.05039,0.16976,0.424163,1.025439
pre,3,0.176502,0.093726,0.165661,0.068543,0.081135,0.230482,0.367238,0.688767
