,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,7e-06,2e-06,1.1e-05,-0.0,-0.0,9e-06,2.4e-05,1.022523
post,5,1e-05,3e-06,1.5e-05,-0.0,2e-06,6e-06,3.7e-05,1.425219
pre,3,1e-06,-1e-06,4e-06,-2e-06,-1e-06,2e-06,5e-06,0.664588
