,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,90,127.289192,18.302271,671.65037,4.930666,13.143072,26.827129,6209.465421,8.482371
post,93,57.729644,17.59014,188.155657,4.27632,12.214038,27.299993,1675.72412,7.291995
pre,72,135.935913,15.967059,688.782043,6.8235,11.04413,28.278681,5553.158695,7.158777
