,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1775,0.519909,0.259159,0.817749,0.0,0.076218,0.631478,10.483303,4.756541
post,2115,0.567562,0.249808,0.922449,0.0,0.067986,0.66176,11.089596,4.001443
pre,1295,0.607581,0.304588,0.898754,0.0,0.093089,0.74214,11.255749,3.984789
