,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.13325,0.13325,,0.13325,0.13325,0.13325,0.13325,
post,1,0.134269,0.134269,,0.134269,0.134269,0.134269,0.134269,
