,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,-2e-06,-1e-06,2e-06,-4e-06,-2e-06,-1e-06,0.0,-0.804509
post,3,-0.0,0.0,1e-06,-2e-06,-1e-06,0.0,1e-06,-0.502338
pre,4,-1e-06,-0.0,2e-06,-4e-06,-1e-06,-0.0,-0.0,-1.10989
