,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,83,0.018488,0.01992,0.006698,0.0,0.014026,0.023205,0.028966,-0.885509
post,98,0.019763,0.020014,0.006841,0.0,0.015796,0.02392,0.035356,-0.253928
pre,49,0.018958,0.018019,0.004917,0.007167,0.015382,0.022525,0.033791,0.355785
