,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.670779,0.707133,0.113807,0.404284,0.647055,0.739856,0.785632,-1.467526
post,11,0.605848,0.708756,0.191816,0.280937,0.476419,0.734584,0.807523,-0.760015
pre,7,0.707482,0.718488,0.060688,0.621852,0.664138,0.750904,0.781952,-0.00794
