,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,208,0.168604,0.140713,0.149443,2.3e-05,0.051682,0.237497,0.967027,1.812539
post,244,0.160457,0.108974,0.177069,2e-06,0.037498,0.221902,1.022515,2.017545
pre,145,0.185703,0.143046,0.16372,5.6e-05,0.06613,0.249269,0.850237,1.597667
