,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.707076,0.707076,,0.707076,0.707076,0.707076,0.707076,
post,2,0.589462,0.589462,0.520674,0.22129,0.405376,0.773548,0.957635,0.0
pre,1,0.424665,0.424665,,0.424665,0.424665,0.424665,0.424665,
