,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,1.4e-05,8e-06,1.6e-05,1e-06,5e-06,2e-05,3.1e-05,0.553809
post,1,1.4e-05,1.4e-05,,1.4e-05,1.4e-05,1.4e-05,1.4e-05,
pre,1,-3e-06,-3e-06,,-3e-06,-3e-06,-3e-06,-3e-06,
