,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.493862,0.382461,0.307292,0.210803,0.268128,0.660443,1.006628,0.730814
post,7,0.484169,0.265162,0.479847,0.149033,0.224672,0.503841,1.51796,1.662174
pre,6,0.553688,0.451083,0.39379,0.24167,0.267604,0.633465,1.277591,1.112522
