,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,15,4.982981,0.633369,15.145511,0.118448,0.584921,0.851847,59.410276,3.408647
post,15,1.507472,0.878931,2.454874,0.103698,0.604524,1.022072,10.175964,3.216912
pre,15,2.398496,0.703894,5.204534,0.07862,0.538179,0.975992,20.349005,3.03579
