,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.692711,0.696701,0.130366,0.545171,0.606562,0.78285,0.83227,-0.065513
post,5,0.655956,0.614205,0.146198,0.496892,0.552183,0.782807,0.833694,0.218361
pre,3,0.720475,0.744247,0.117305,0.593105,0.668676,0.784161,0.824074,-0.356992
