,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.055322,0.024711,0.076645,0.008638,0.020336,0.043297,0.226637,1.921824
post,9,0.07778,0.05379,0.0694,0.014441,0.043826,0.090293,0.244211,1.670681
pre,5,0.08778,0.027486,0.104392,0.004814,0.019746,0.138104,0.24875,0.784538
