,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,39,0.558425,0.542762,0.211473,0.248827,0.384752,0.751629,0.979524,0.388401
post,48,0.505173,0.463688,0.214304,0.249466,0.32248,0.674023,0.977213,0.78076
pre,27,0.5522,0.549838,0.211011,0.252236,0.391433,0.682786,0.949119,0.497265
