,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,322,0.022584,0.023483,0.007929,0.0,0.018092,0.027778,0.043768,-0.804617
post,404,0.021309,0.022076,0.007451,0.0,0.016608,0.026461,0.038171,-0.557085
pre,253,0.022586,0.023433,0.006541,0.0,0.019489,0.027198,0.034929,-0.945908
