,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.251711,0.251711,0.145754,0.148647,0.200179,0.303243,0.354775,0.0
post,2,0.333115,0.333115,0.300403,0.120698,0.226906,0.439323,0.545531,0.0
pre,2,0.353264,0.353264,0.074138,0.300841,0.327052,0.379476,0.405688,0.0
