,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,15,370.950625,29.302015,1139.394562,6.770946,18.0362,87.105693,4466.240753,3.409499
post,15,61.232098,19.842342,126.395242,4.974162,12.904968,38.760141,504.862885,3.171024
pre,15,118.009956,24.253743,249.770293,9.451549,17.723467,79.059994,980.547144,3.018931
