,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,17,0.264386,0.112769,0.542542,0.000118,0.031529,0.19822,2.287899,3.314316
post,18,0.147092,0.087604,0.172495,0.000657,0.048476,0.165504,0.606869,1.965244
pre,12,0.327238,0.113699,0.571028,0.004496,0.055785,0.282111,2.041415,2.508598
