,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.191866,0.174654,0.134161,0.04111,0.128208,0.202777,0.517328,1.652332
post,11,0.161331,0.134828,0.142386,0.000317,0.089611,0.18125,0.543194,1.813585
pre,7,0.234383,0.225172,0.098879,0.097871,0.169241,0.296259,0.386639,0.146405
