,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,7e-06,7e-06,1.9e-05,-6e-06,0.0,1.3e-05,2e-05,0.0
post,2,8e-06,8e-06,2.4e-05,-9e-06,-1e-06,1.6e-05,2.4e-05,0.0
pre,2,1e-06,1e-06,6e-06,-3e-06,-1e-06,4e-06,6e-06,0.0
