,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.004444,0.002762,0.005439,4.5e-05,0.001403,0.006644,0.010525,0.513865
post,4,0.003398,0.002061,0.004144,4.1e-05,0.001258,0.004201,0.009427,0.948595
pre,2,0.005522,0.005522,0.005763,0.001447,0.003484,0.00756,0.009597,0.0
