,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.263771,0.231538,0.184399,0.097614,0.164576,0.34685,0.462162,0.311319
post,1,0.268895,0.268895,,0.268895,0.268895,0.268895,0.268895,
pre,1,0.328122,0.328122,,0.328122,0.328122,0.328122,0.328122,
