,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.049349,0.02269,0.083234,0.0001,0.005054,0.04178,0.333778,2.56184
post,20,0.059505,0.018365,0.0976,0.000124,0.008114,0.046262,0.368341,2.114707
pre,14,0.049617,0.024054,0.083471,0.001704,0.006964,0.043101,0.31879,2.652453
