,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.30877,0.306358,0.285569,0.024415,0.165387,0.450947,0.595537,0.015516
post,3,0.542779,0.532166,0.208948,0.33934,0.435753,0.644498,0.756831,0.093069
pre,3,0.47955,0.600218,0.220188,0.225407,0.412813,0.606622,0.613026,-0.704416
