,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,24.36017,24.36017,,24.36017,24.36017,24.36017,24.36017,
post,1,22.58332,22.58332,,22.58332,22.58332,22.58332,22.58332,
