,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.153963,0.153963,,0.153963,0.153963,0.153963,0.153963,
post,2,0.769309,0.769309,0.297897,0.558664,0.663986,0.874631,0.979954,0.0
pre,1,0.262245,0.262245,,0.262245,0.262245,0.262245,0.262245,
