,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,81,96.444735,21.094114,256.903697,5.195143,9.981375,55.817952,1750.870437,4.959407
post,97,92.555813,17.368008,298.556149,4.428325,9.034476,54.537381,2612.019094,6.758871
pre,49,40.459383,11.949459,75.72096,4.93761,7.348461,41.966718,466.38957,4.099603
