,Group,Threshold ratio,N above,% above,N total
0,in,0.01,34,85.0,40
1,in,0.05,0,0.0,40
2,in,0.1,0,0.0,40
3,in,0.2,0,0.0,40
4,post,0.01,40,81.6,49
5,post,0.05,0,0.0,49
6,post,0.1,0,0.0,49
7,post,0.2,0,0.0,49
8,pre,0.01,22,81.5,27
9,pre,0.05,0,0.0,27
10,pre,0.1,0,0.0,27
11,pre,0.2,0,0.0,27
