,Group,Threshold ratio,N above,% above,N total
0,in,0.01,6,75.0,8
1,in,0.05,0,0.0,8
2,in,0.1,0,0.0,8
3,in,0.2,0,0.0,8
4,post,0.01,6,46.2,13
5,post,0.05,0,0.0,13
6,post,0.1,0,0.0,13
7,post,0.2,0,0.0,13
8,pre,0.01,3,75.0,4
9,pre,0.05,0,0.0,4
10,pre,0.1,0,0.0,4
11,pre,0.2,0,0.0,4
