,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.497796,0.497796,,0.497796,0.497796,0.497796,0.497796,
post,1,1.045261,1.045261,,1.045261,1.045261,1.045261,1.045261,
pre,1,0.532544,0.532544,,0.532544,0.532544,0.532544,0.532544,
