,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,33.573365,33.573365,,33.573365,33.573365,33.573365,33.573365,
post,1,27.288472,27.288472,,27.288472,27.288472,27.288472,27.288472,
pre,1,8.965004,8.965004,,8.965004,8.965004,8.965004,8.965004,
