,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.696636,0.238087,1.018417,0.089943,0.184565,0.750158,2.220429,1.137157
post,5,0.618899,0.241115,0.91825,0.091428,0.194313,0.312409,2.255228,1.471235
pre,3,0.848351,0.244432,1.179933,0.092622,0.168527,1.226215,2.207998,0.693961
