,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,13,3.4e-05,1.7e-05,5.2e-05,-1.5e-05,5e-06,5.3e-05,0.000187,2.054199
post,17,1.5e-05,5e-06,2.6e-05,-2e-05,0.0,2.4e-05,7.6e-05,1.009976
pre,10,8e-06,6e-06,9e-06,-5e-06,3e-06,1e-05,2.6e-05,0.794258
