,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.379516,0.271773,0.350438,0.00925,0.108454,0.607136,1.029168,0.672679
post,9,0.496427,0.330015,0.644309,0.010186,0.041429,0.563034,1.971814,1.444724
pre,8,0.475975,0.250368,0.451798,0.043367,0.125813,0.945779,1.103128,0.445525
