,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,8,0.377136,0.301198,0.182449,0.203611,0.268278,0.438639,0.76495,1.27806
post,13,0.363904,0.294453,0.159493,0.257699,0.282931,0.359035,0.832186,2.176194
pre,4,0.317942,0.330374,0.028448,0.275557,0.314598,0.333717,0.335462,-1.109344
