,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.124278,0.07561,0.156391,3e-06,0.017956,0.137845,0.586001,1.816923
post,16,0.21275,0.09006,0.378774,8e-06,0.02613,0.123702,1.211847,2.148551
pre,9,0.101163,0.049656,0.136938,9e-06,0.025633,0.097677,0.399944,1.410272
