,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.578775,0.577893,0.151886,0.275539,0.496712,0.694387,0.787166,-0.52996
post,20,0.589041,0.640326,0.203512,0.258872,0.424195,0.773683,0.829127,-0.319416
pre,14,0.571567,0.592792,0.198472,0.302642,0.363064,0.751606,0.830366,-0.186317
