,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,288,6e-06,0.0,2.5e-05,-0.000102,-1e-06,4e-06,0.000177,2.645692
post,375,6e-06,0.0,3.6e-05,-0.00027,-1e-06,6e-06,0.000258,1.94097
pre,207,2e-06,0.0,1.8e-05,-8.5e-05,-1e-06,1e-06,0.000167,3.82449
