,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.585205,0.653142,0.181208,0.379846,0.516494,0.687885,0.722628,-0.591942
post,3,0.581257,0.683917,0.270566,0.274385,0.479151,0.734693,0.785468,-0.596702
pre,2,0.726294,0.726294,0.011657,0.718051,0.722173,0.730416,0.734537,-0.0
