,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.019727,0.018686,0.008721,0.005574,0.014825,0.025745,0.032621,-0.127764
post,16,0.019807,0.020183,0.006909,0.004617,0.018663,0.025588,0.028263,-0.891835
pre,9,0.01877,0.021186,0.007504,0.006841,0.013185,0.024475,0.027872,-0.506208
