,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.024042,0.025768,0.008465,0.005482,0.022935,0.027686,0.037007,-0.906367
post,11,0.021983,0.02252,0.006863,0.008558,0.018579,0.024772,0.035919,0.063836
pre,8,0.024335,0.024213,0.008846,0.008698,0.020347,0.029048,0.038135,-0.222137
