,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.561561,0.570159,0.108324,0.341013,0.491023,0.626206,0.779145,0.027008
post,21,0.48159,0.480309,0.117997,0.307819,0.380134,0.550077,0.719728,0.275886
pre,9,0.509225,0.510351,0.128383,0.328726,0.477739,0.554139,0.757835,0.32803
