,Group,Threshold ratio,N above,% above,N total
0,in,0.01,75,90.4,83
1,in,0.05,0,0.0,83
2,in,0.1,0,0.0,83
3,in,0.2,0,0.0,83
4,post,0.01,88,89.8,98
5,post,0.05,0,0.0,98
6,post,0.1,0,0.0,98
7,post,0.2,0,0.0,98
8,pre,0.01,48,98.0,49
9,pre,0.05,0,0.0,49
10,pre,0.1,0,0.0,49
11,pre,0.2,0,0.0,49
