,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.63867,0.63867,,0.63867,0.63867,0.63867,0.63867,
post,1,0.752092,0.752092,,0.752092,0.752092,0.752092,0.752092,
pre,1,0.611948,0.611948,,0.611948,0.611948,0.611948,0.611948,
