,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,2.1e-05,1.6e-05,2.9e-05,-6e-06,5e-06,2.3e-05,8e-05,1.093603
post,9,1.4e-05,6e-06,2e-05,-1e-06,4e-06,2e-05,6.2e-05,1.850915
pre,9,3e-06,-0.0,1.2e-05,-1.6e-05,-1e-06,5e-06,2.4e-05,0.49141
